head	tail	relations
MESH:D014280	NCBI:344	
MESH:D011345	NCBI:344	INDIRECT-DOWNREGULATOR
MESH:D011345	NCBI:5465	DIRECT-REGULATOR|AGONIST|ACTIVATOR|INDIRECT-UPREGULATOR
MESH:D015248	NCBI:344	INDIRECT-DOWNREGULATOR
MESH:D015248	NCBI:5465	ACTIVATOR
MESH:C006253	NCBI:344	INDIRECT-DOWNREGULATOR
MESH:C006253	NCBI:5465	DIRECT-REGULATOR|ACTIVATOR|ANTAGONIST
MESH:C089946	NCBI:5465	
MESH:C089946	NCBI:344	INDIRECT-DOWNREGULATOR
MESH:D000077154	NCBI:5465	
MESH:D000077154	NCBI:344	INDIRECT-DOWNREGULATOR
MESH:C006253	NCBI:5468	
MESH:D058607	NCBI:5465	
MESH:D058607	NCBI:5468	
MESH:D009640	NCBI:5241	
MESH:D009640	NCBI:2353	
MESH:D011374	NCBI:2353	
MESH:D009640	NCBI:5555	ACTIVATOR
MESH:C056365	NCBI:5241	
MESH:C056365	NCBI:5555	
MESH:C056365	NCBI:2353	
MESH:D004967	NCBI:5241	
MESH:D004967	NCBI:5555	
MESH:D004967	NCBI:2353	
MESH:D004958	NCBI:5555	INDIRECT-UPREGULATOR
MESH:D004958	NCBI:2353	INDIRECT-UPREGULATOR
MESH:D015114	NCBI:367	ACTIVATOR
MESH:D013256	NCBI:367	INHIBITOR
MESH:D005485	NCBI:367	INHIBITOR
MESH:C100228	NCBI:367	ACTIVATOR
MESH:C020313	NCBI:367	INHIBITOR
MESH:C015790	NCBI:4842	DIRECT-REGULATOR|PRODUCT-OF
MESH:D009569	NCBI:4842	DIRECT-REGULATOR|PRODUCT-OF
MESH:D006418	NCBI:4842	DIRECT-REGULATOR
MESH:D005290	NCBI:4842	
MESH:C084185	NCBI:4842	DIRECT-REGULATOR
MESH:D019791	NCBI:4842	SUBSTRATE
MESH:C549215	NCBI:4842	SUBSTRATE
MESH:D000409	NCBI:4842	SUBSTRATE
MESH:D003553	NCBI:4842	PRODUCT-OF|SUBSTRATE
MESH:C058327	NCBI:4842	DIRECT-REGULATOR
MESH:D010479	NCBI:1813	DIRECT-REGULATOR|AGONIST|INHIBITOR
MESH:C092292	NCBI:3350	DIRECT-REGULATOR|AGONIST
MESH:D003024	NCBI:3350	DIRECT-REGULATOR|AGONIST|ACTIVATOR
MESH:D000077152	NCBI:3350	
MESH:C092292	NCBI:3352	DIRECT-REGULATOR
MESH:C092292	NCBI:3356	DIRECT-REGULATOR|INHIBITOR|ANTAGONIST
MESH:C092292	NCBI:1734	DIRECT-REGULATOR|INHIBITOR
MESH:C017987	NCBI:3350	
MESH:D012701	NCBI:885	
MESH:D020109	NCBI:9177	
MESH:D020109	NCBI:3360	
MESH:C058121	NCBI:9177	
MESH:C058121	NCBI:3360	
MESH:D017294	NCBI:9177	INHIBITOR|ANTAGONIST
MESH:D017294	NCBI:3360	
MESH:D000077526	NCBI:9177	ANTAGONIST
MESH:D000077526	NCBI:3360	INHIBITOR|ANTAGONIST
MESH:D012701	NCBI:9177	AGONIST
MESH:D012701	NCBI:3360	AGONIST|ACTIVATOR
MESH:C045918	NCBI:9177	AGONIST
MESH:C045918	NCBI:3360	
MESH:D008735	NCBI:9177	
MESH:D008735	NCBI:3360	AGONIST
MESH:C055082	NCBI:9177	
MESH:C055082	NCBI:3360	AGONIST
MESH:C045918	NCBI:27087	
MESH:D020109	NCBI:27087	
MESH:C079014	NCBI:27087	ANTAGONIST
MESH:D001285	NCBI:27087	
MESH:C055082	NCBI:27087	
MESH:D000068656	NCBI:2908	DIRECT-REGULATOR
MESH:D013256	NCBI:2908	DIRECT-REGULATOR
MESH:D000068298	NCBI:2908	DIRECT-REGULATOR
MESH:D019819	NCBI:2908	DIRECT-REGULATOR
MESH:D014222	NCBI:2908	DIRECT-REGULATOR
MESH:D003907	NCBI:2908	DIRECT-REGULATOR|ACTIVATOR|AGONIST-ACTIVATOR
MESH:D000068656	NCBI:3565	INHIBITOR
MESH:D000068656	NCBI:3567	INHIBITOR
MESH:D000068298	NCBI:3565	INHIBITOR
MESH:D000068298	NCBI:3567	INHIBITOR
MESH:D000077409	NCBI:147	DIRECT-REGULATOR
MESH:D011224	NCBI:147	DIRECT-REGULATOR
MESH:D000077409	NCBI:6942	
MESH:C004858	NCBI:1029	ANTAGONIST
MESH:D002110	NCBI:11200	INHIBITOR
MESH:C011995	NCBI:931	
MESH:C000615496	NCBI:931	
MESH:C090014	NCBI:4128	INHIBITOR
MESH:D003010	NCBI:4128	INHIBITOR
MESH:D000431	NCBI:4128	
MESH:D010293	NCBI:4129	INHIBITOR
MESH:D000431	NCBI:4129	
MESH:D000077154	NCBI:5295	INDIRECT-UPREGULATOR
MESH:D000077154	NCBI:7351	INDIRECT-UPREGULATOR
MESH:D000077154	NCBI:3952	INDIRECT-DOWNREGULATOR
MESH:D005227	NCBI:3643	
MESH:D005227	NCBI:3667	
MESH:D005227	NCBI:6517	
MESH:D005227	NCBI:4023	
MESH:D005227	NCBI:3991	
MESH:D005227	NCBI:5092	
MESH:D005227	NCBI:376497	
MESH:D005227	NCBI:183	
MESH:D005227	NCBI:5054	
MESH:D000077154	NCBI:3643	
MESH:D000077154	NCBI:3667	
MESH:D000077154	NCBI:6517	INDIRECT-UPREGULATOR
MESH:D000077154	NCBI:4023	
MESH:D000077154	NCBI:3991	
MESH:D000077154	NCBI:5092	
MESH:D000077154	NCBI:376497	
MESH:D000077154	NCBI:183	
MESH:D000077154	NCBI:5054	
MESH:D045162	NCBI:3630	INDIRECT-UPREGULATOR
MESH:D045162	NCBI:5295	
MESH:C116926	NCBI:5743	DIRECT-REGULATOR|INHIBITOR
MESH:D002712	NCBI:1184	
MESH:D002712	NCBI:1188	SUBSTRATE
MESH:D002712	NCBI:6557	
MESH:D002712	NCBI:3758	
MESH:D002034	NCBI:1188	
MESH:D002034	NCBI:6557	ANTAGONIST
MESH:D002034	NCBI:3758	
MESH:D011189	NCBI:1188	
MESH:D011189	NCBI:6557	
MESH:D011189	NCBI:3758	
MESH:D011188	NCBI:1188	
MESH:D011188	NCBI:6557	
MESH:D011188	NCBI:3758	SUBSTRATE
MESH:D049971	NCBI:6559	
MESH:D012965	NCBI:6559	SUBSTRATE
MESH:D000068579	NCBI:5743	DIRECT-REGULATOR|INHIBITOR
MESH:D007052	NCBI:5743	INHIBITOR
MESH:D012964	NCBI:5742	
MESH:D012964	NCBI:5743	
MESH:C437397	NCBI:3454	PART-OF
MESH:D000596	NCBI:3454	PART-OF
MESH:C032103	NCBI:10209	
MESH:C005543	NCBI:5610	
MESH:D010624	NCBI:6532	
MESH:C036691	NCBI:6532	
MESH:C024316	NCBI:6532	INDIRECT-DOWNREGULATOR
MESH:C553304	NCBI:6532	INDIRECT-DOWNREGULATOR
MESH:D017374	NCBI:6532	DIRECT-REGULATOR|INDIRECT-DOWNREGULATOR|INHIBITOR
MESH:D020280	NCBI:6532	INHIBITOR
MESH:D011736	NCBI:212	
MESH:D011736	NCBI:211	
MESH:D000622	NCBI:212	
MESH:D000622	NCBI:211	
MESH:D011732	NCBI:211	ACTIVATOR
MESH:D000809	NCBI:472	
MESH:D000450	NCBI:5972	
MESH:D000450	NCBI:183	
MESH:D000450	NCBI:472	
MESH:D000450	NCBI:1636	
MESH:D000450	NCBI:185	
MESH:D000804	NCBI:5972	
MESH:D000804	NCBI:472	
MESH:D000803	NCBI:5972	
MESH:D000803	NCBI:183	
MESH:D000803	NCBI:472	
MESH:D000803	NCBI:1636	
MESH:D000803	NCBI:185	
MESH:D019808	NCBI:472	DIRECT-REGULATOR|INHIBITOR|ANTAGONIST
MESH:C086167	NCBI:472	DIRECT-REGULATOR|ANTAGONIST
MESH:C068373	NCBI:472	DIRECT-REGULATOR|ANTAGONIST
MESH:C077793	NCBI:472	DIRECT-REGULATOR|ANTAGONIST
MESH:C081643	NCBI:472	DIRECT-REGULATOR|ANTAGONIST
MESH:D000077333	NCBI:472	DIRECT-REGULATOR|ANTAGONIST
MESH:C066026	NCBI:472	DIRECT-REGULATOR|ANTAGONIST
MESH:C089586	NCBI:472	ANTAGONIST
MESH:D000077405	NCBI:472	ANTAGONIST
MESH:D000068756	NCBI:472	INHIBITOR|ANTAGONIST
MESH:D000068836	NCBI:43	INHIBITOR
MESH:D000068836	NCBI:590	INHIBITOR
MESH:C494046	NCBI:43	
MESH:C494046	NCBI:590	
MESH:C106266	NCBI:1636	INHIBITOR
MESH:C106266	NCBI:183	
MESH:C106266	NCBI:4311	INHIBITOR
MESH:C055603	NCBI:4311	
MESH:C044815	NCBI:7422	
MESH:C044815	NCBI:5241	DIRECT-REGULATOR
MESH:D004967	NCBI:7422	INDIRECT-UPREGULATOR
MESH:D011374	NCBI:7422	
MESH:C034653	NCBI:7422	
MESH:C034653	NCBI:2099	
MESH:C034653	NCBI:5241	
MESH:C044815	NCBI:2099	
MESH:D011372	NCBI:7422	
MESH:D011372	NCBI:2099	INDIRECT-DOWNREGULATOR
MESH:D011372	NCBI:5241	AGONIST
MESH:D011374	NCBI:2099	
MESH:C044815	NCBI:5555	INDIRECT-UPREGULATOR
MESH:C034653	NCBI:5555	INDIRECT-DOWNREGULATOR
MESH:D004298	NCBI:3352	
MESH:D015016	NCBI:3350	DIRECT-REGULATOR|AGONIST|ANTAGONIST
MESH:D015016	NCBI:3351	DIRECT-REGULATOR|AGONIST|ANTAGONIST
MESH:D015016	NCBI:3352	DIRECT-REGULATOR|AGONIST|ANTAGONIST
MESH:C065161	NCBI:3350	AGONIST
MESH:C065161	NCBI:3351	
MESH:C065161	NCBI:3352	
MESH:D015016	NCBI:3274	DIRECT-REGULATOR
MESH:D015016	NCBI:11255	DIRECT-REGULATOR
MESH:C030251	NCBI:28882	DIRECT-REGULATOR
MESH:C030251	NCBI:3351	DIRECT-REGULATOR
MESH:C030251	NCBI:3352	DIRECT-REGULATOR
MESH:C030251	NCBI:3066	DIRECT-REGULATOR
MESH:C030251	NCBI:3350	DIRECT-REGULATOR
MESH:D015016	NCBI:28882	ANTAGONIST
MESH:D015016	NCBI:3066	ANTAGONIST
MESH:C103741	NCBI:3351	AGONIST
MESH:D005473	NCBI:3350	
MESH:C062765	NCBI:760	INHIBITOR
MESH:D005424	NCBI:6331	INHIBITOR
MESH:D005424	NCBI:5580	
MESH:D005424	NCBI:3786	INHIBITOR
MESH:D012964	NCBI:5580	
MESH:D012964	NCBI:3786	
MESH:D000596	NCBI:5580	
MESH:D000596	NCBI:3786	PART-OF
MESH:D019377	NCBI:242	
MESH:C025462	NCBI:5742	INHIBITOR
MESH:C025463	NCBI:5742	
MESH:C025463	NCBI:5743	
MESH:D009637	NCBI:5742	
MESH:D009637	NCBI:5743	
MESH:C079425	NCBI:5742	
MESH:C079425	NCBI:5743	
MESH:D008094	NCBI:2913	ACTIVATOR
MESH:D018690	NCBI:2913	
MESH:D008094	NCBI:10458	ACTIVATOR
MESH:D018690	NCBI:10458	
MESH:D018350	NCBI:10458	
MESH:D018350	NCBI:2913	
MESH:C036466	NCBI:2913	
MESH:D015117	NCBI:5742	INHIBITOR
MESH:D015117	NCBI:5743	INHIBITOR
MESH:C064180	NCBI:5742	INHIBITOR
MESH:C064180	NCBI:5743	INHIBITOR
MESH:C001209	NCBI:5742	INHIBITOR
MESH:C001209	NCBI:5743	
MESH:D007213	NCBI:5742	INHIBITOR
MESH:D007213	NCBI:5743	INHIBITOR
MESH:D008469	NCBI:5742	INHIBITOR
MESH:D008469	NCBI:5743	INHIBITOR
MESH:D000577	NCBI:5743	DIRECT-REGULATOR|INHIBITOR
MESH:D004952	NCBI:5743	
MESH:D002264	NCBI:5743	INHIBITOR
MESH:C033230	NCBI:5742	
MESH:C033230	NCBI:5743	
MESH:D000077185	NCBI:5742	INHIBITOR
MESH:D000077185	NCBI:5743	
MESH:C061018	NCBI:2796	ANTAGONIST
MESH:D013256	NCBI:2796	
MESH:D007987	NCBI:2796	
MESH:D014542	NCBI:1723	PRODUCT-OF
MESH:D014542	NCBI:111674475	PRODUCT-OF
MESH:C004768	NCBI:1723	INHIBITOR
MESH:C004768	NCBI:111674475	
MESH:C004532	NCBI:1723	SUBSTRATE
MESH:D053626	NCBI:1723	INHIBITOR
MESH:C018264	NCBI:1723	INHIBITOR
MESH:C046943	NCBI:1723	INHIBITOR
MESH:C024750	NCBI:1723	
MESH:C017039	NCBI:1723	
MESH:C059924	NCBI:1723	
MESH:C087198	NCBI:375033	
MESH:C087198	NCBI:2149	
MESH:C087198	NCBI:2147	INHIBITOR
MESH:D013498	NCBI:3479	INHIBITOR
MESH:D013498	NCBI:7039	INHIBITOR
MESH:D011458	NCBI:5733	
MESH:D002118	NCBI:5733	
MESH:D015232	NCBI:5731	DIRECT-REGULATOR
MESH:D015232	NCBI:5733	DIRECT-REGULATOR
MESH:C037866	NCBI:5731	
MESH:C037866	NCBI:5733	
MESH:D013928	NCBI:5731	
MESH:D013928	NCBI:5733	
MESH:C092396	NCBI:5731	AGONIST
MESH:C092396	NCBI:5733	
MESH:C016767	NCBI:5731	DIRECT-REGULATOR
MESH:C016767	NCBI:5733	DIRECT-REGULATOR|AGONIST
MESH:D002122	NCBI:5731	
MESH:D002122	NCBI:5733	
MESH:D000527	NCBI:5731	DIRECT-REGULATOR
MESH:D000527	NCBI:5733	DIRECT-REGULATOR
MESH:C086836	NCBI:5731	ANTAGONIST
MESH:C086836	NCBI:5733	
MESH:D014148	NCBI:5340	INDIRECT-DOWNREGULATOR|INHIBITOR
MESH:C491427	NCBI:4842	SUBSTRATE
MESH:D015735	NCBI:140738	INDIRECT-DOWNREGULATOR
MESH:D011374	NCBI:140738	
MESH:D011809	NCBI:1728	SUBSTRATE
MESH:D001728	NCBI:1728	INHIBITOR
MESH:D011343	NCBI:6531	INHIBITOR
MESH:D004952	NCBI:6531	INHIBITOR
MESH:C453420	NCBI:6531	SUBSTRATE
MESH:C021279	NCBI:6531	DIRECT-REGULATOR
MESH:D011343	NCBI:6530	INHIBITOR
MESH:D011343	NCBI:6532	INHIBITOR
MESH:D015306	NCBI:6531	SUBSTRATE
MESH:D015306	NCBI:6530	SUBSTRATE
MESH:D015306	NCBI:6532	SUBSTRATE
MESH:D003042	NCBI:6530	INDIRECT-UPREGULATOR|INHIBITOR
MESH:D003042	NCBI:6532	INDIRECT-DOWNREGULATOR|INHIBITOR
MESH:D016244	NCBI:4987	DIRECT-REGULATOR
MESH:C034846	NCBI:4988	AGONIST
MESH:C034846	NCBI:4987	AGONIST-ACTIVATOR
MESH:D010880	NCBI:4987	AGONIST
MESH:C037016	NCBI:4987	AGONIST
MESH:D017409	NCBI:4987	AGONIST
MESH:D005048	NCBI:4987	AGONIST
MESH:C058380	NCBI:4988	ANTAGONIST
MESH:D002047	NCBI:4987	
MESH:C035969	NCBI:4987	AGONIST
MESH:D000078328	NCBI:2904	INHIBITOR
MESH:C500110	NCBI:2904	
MESH:C012019	NCBI:2902	
MESH:D000078328	NCBI:2902	INHIBITOR
MESH:D000078328	NCBI:2903	INHIBITOR
MESH:D000078328	NCBI:2905	INHIBITOR
MESH:C012019	NCBI:2903	
MESH:C012019	NCBI:2904	
MESH:C012019	NCBI:2905	
MESH:D005998	NCBI:2902	ACTIVATOR
MESH:D005998	NCBI:2903	ACTIVATOR|INDIRECT-UPREGULATOR
MESH:D005998	NCBI:2904	ACTIVATOR
MESH:D005998	NCBI:2905	ACTIVATOR
MESH:C064966	NCBI:7083	
MESH:D011742	NCBI:7298	PRODUCT-OF
MESH:D011742	NCBI:7083	PRODUCT-OF
MESH:D013936	NCBI:7298	
MESH:D013936	NCBI:7083	
MESH:D005468	NCBI:7298	INHIBITOR
MESH:D005492	NCBI:7298	
MESH:C031903	NCBI:7298	INHIBITOR
MESH:C031903	NCBI:7083	INHIBITOR
MESH:D002955	NCBI:7298	INHIBITOR
MESH:D002955	NCBI:7083	INHIBITOR
MESH:C002939	NCBI:4953	SUBSTRATE
MESH:D013095	NCBI:4953	PRODUCT-OF
MESH:D013096	NCBI:4953	PRODUCT-OF
MESH:D011700	NCBI:4953	PRODUCT-OF
MESH:C002889	NCBI:8424	SUBSTRATE
MESH:C057592	NCBI:8424	
MESH:D007656	NCBI:8424	
MESH:D001205	NCBI:8424	
MESH:D010100	NCBI:8424	
MESH:D002331	NCBI:8424	PRODUCT-OF
MESH:D000255	NCBI:4363	
MESH:D000255	NCBI:1244	SUBSTRATE
MESH:D014638	NCBI:4363	
MESH:D014638	NCBI:1244	
MESH:D017997	NCBI:4363	SUBSTRATE
MESH:D017997	NCBI:1244	SUBSTRATE
MESH:D008727	NCBI:1244	ACTIVATOR|SUBSTRATE
MESH:D011339	NCBI:1244	ACTIVATOR|INHIBITOR
MESH:D005665	NCBI:1244	ACTIVATOR|INHIBITOR
MESH:D013442	NCBI:1244	ACTIVATOR
MESH:D010400	NCBI:1244	ACTIVATOR
MESH:D007213	NCBI:1244	ACTIVATOR
MESH:D011339	NCBI:4363	INHIBITOR
MESH:D013442	NCBI:4363	INHIBITOR
MESH:D007213	NCBI:4363	INHIBITOR
MESH:D005665	NCBI:4363	INHIBITOR
MESH:D010400	NCBI:4363	INHIBITOR
MESH:D005978	NCBI:4363	SUBSTRATE
MESH:D005978	NCBI:1244	SUBSTRATE
MESH:D000077403	NCBI:3630	INDIRECT-UPREGULATOR
MESH:D002784	NCBI:3630	
MESH:D005947	NCBI:3630	INDIRECT-UPREGULATOR
MESH:D019161|D019821	NCBI:3157	INHIBITOR
MESH:C008047	NCBI:3157	
MESH:D002784	NCBI:3157	PRODUCT-OF
MESH:D000069059	NCBI:3156	INHIBITOR
MESH:C086276	NCBI:3156	INHIBITOR
MESH:D000077340	NCBI:3156	INHIBITOR
MESH:D008148	NCBI:3156	INHIBITOR
MESH:D017035	NCBI:3156	INHIBITOR
MESH:D019821	NCBI:3156	INHIBITOR
MESH:C008047	NCBI:3156	
MESH:D019161|D019821	NCBI:3156	INHIBITOR
MESH:D000077236	NCBI:3382	INHIBITOR
MESH:D000077236	NCBI:55811	INHIBITOR
MESH:D000077236	NCBI:762	INHIBITOR
MESH:D000077236	NCBI:765	INHIBITOR
MESH:C067718	NCBI:11236	INHIBITOR
MESH:C067718	NCBI:55920	INHIBITOR
MESH:C067718	NCBI:761	INHIBITOR
MESH:C067718	NCBI:762	INHIBITOR
MESH:C067718	NCBI:3054	INHIBITOR
MESH:C067718	NCBI:83878	INHIBITOR
MESH:C067718	NCBI:814	INHIBITOR
MESH:C500110	NCBI:5743	
MESH:C012019	NCBI:5743	INDIRECT-UPREGULATOR
MESH:D005480	NCBI:5742	INHIBITOR
MESH:D005480	NCBI:5743	DIRECT-REGULATOR|INHIBITOR
MESH:C012019	NCBI:5742	
MESH:D010400|D011453	NCBI:5742	
MESH:D010400|D011453	NCBI:5743	
MESH:C401835	NCBI:5743	
MESH:C401835	NCBI:5742	INHIBITOR
MESH:D007608	NCBI:5743	
MESH:D015735	NCBI:2908	DIRECT-REGULATOR|AGONIST|ANTAGONIST
MESH:D006852	NCBI:185	
MESH:D006852	NCBI:1636	
MESH:C077793	NCBI:185	INHIBITOR
MESH:C077793	NCBI:1636	
MESH:D017706	NCBI:185	
MESH:D017706	NCBI:1636	INHIBITOR
MESH:D003000	NCBI:4988	ACTIVATOR
MESH:D003000	NCBI:4985	ACTIVATOR
MESH:D015016	NCBI:4988	
MESH:D015016	NCBI:4985	
MESH:D011224	NCBI:4988	
MESH:D011224	NCBI:4985	
MESH:C032994	NCBI:4988	
MESH:C032994	NCBI:4985	
MESH:D009270	NCBI:4988	INHIBITOR|ANTAGONIST
MESH:D009270	NCBI:4985	
MESH:C055382	NCBI:4988	
MESH:C055382	NCBI:4985	ANTAGONIST
MESH:C068868	NCBI:4988	
MESH:C068868	NCBI:4985	ANTAGONIST
MESH:D000077405	NCBI:183	
MESH:D000661	NCBI:6531	SUBSTRATE|INHIBITOR
MESH:C036423	NCBI:6531	SUBSTRATE
MESH:C400263	NCBI:6531	SUBSTRATE
MESH:D008454	NCBI:6531	DIRECT-REGULATOR|INHIBITOR
MESH:D009627	NCBI:6531	INHIBITOR
MESH:C400263	NCBI:1759	
MESH:C036423	NCBI:1759	
MESH:D009388	NCBI:43	DIRECT-REGULATOR|INHIBITOR
MESH:D000109	NCBI:43	DIRECT-REGULATOR|AGONIST|SUBSTRATE
MESH:D058607	NCBI:3630	
MESH:D045162	NCBI:5465	
MESH:D011345	NCBI:3630	
MESH:C019304	NCBI:5465	
MESH:C019304	NCBI:3630	
MESH:C121804	NCBI:5465	
MESH:C121804	NCBI:3630	
MESH:D012964	NCBI:6558	
MESH:D011188	NCBI:6558	
MESH:C018021	NCBI:6558	
MESH:D012964	NCBI:6557	
MESH:C018021	NCBI:6557	
MESH:D002713	NCBI:6558	SUBSTRATE
MESH:D002034	NCBI:6558	
MESH:C504136	NCBI:6558	
MESH:D012965	NCBI:6558	SUBSTRATE
MESH:D000069348	NCBI:1813	DIRECT-REGULATOR|ANTAGONIST
MESH:D004298	NCBI:1734	DIRECT-REGULATOR
MESH:D004298	NCBI:3356	
MESH:D012701	NCBI:1813	
MESH:D012701	NCBI:1734	
MESH:D012701	NCBI:3356	DIRECT-REGULATOR
MESH:D000069348	NCBI:5617	INDIRECT-UPREGULATOR
MESH:D000069348	NCBI:1734	DIRECT-REGULATOR
MESH:C045357	NCBI:5860	
MESH:C045357	NCBI:5053	
MESH:D009569	NCBI:5860	
MESH:D009569	NCBI:5053	
MESH:C003402	NCBI:5860	
MESH:C003402	NCBI:5053	PRODUCT-OF|SUBSTRATE
MESH:C039552	NCBI:5860	
MESH:C039552	NCBI:5053	
MESH:C003402	NCBI:767569	
MESH:D009569	NCBI:767569	
MESH:C106930	NCBI:767569	
MESH:C031785	NCBI:4842	
MESH:C031785	NCBI:5860	
MESH:C031785	NCBI:6080	
MESH:C031785	NCBI:5053	
MESH:C031785	NCBI:91353	
MESH:D009569	NCBI:6080	
MESH:D009569	NCBI:91353	
MESH:C045357	NCBI:4842	
MESH:C045357	NCBI:6080	
MESH:C045357	NCBI:91353	
MESH:C039552	NCBI:4842	
MESH:C039552	NCBI:6080	
MESH:C039552	NCBI:91353	
MESH:C106930	NCBI:4842	
MESH:C106930	NCBI:5860	
MESH:C106930	NCBI:6080	
MESH:C106930	NCBI:5053	INHIBITOR
MESH:C106930	NCBI:91353	
MESH:C577638	NCBI:5860	SUBSTRATE
MESH:C577638	NCBI:5053	
MESH:C046141	NCBI:5860	
MESH:C046141	NCBI:5053	INHIBITOR
MESH:C000623267	NCBI:5860	
MESH:C000623267	NCBI:5053	INHIBITOR
MESH:C012983	NCBI:5860	
MESH:C012983	NCBI:5053	
MESH:C006389	NCBI:5860	
MESH:C006389	NCBI:5053	
MESH:D012964	NCBI:6549	
MESH:D012964	NCBI:6550	
MESH:D006859	NCBI:6549	
MESH:D006859	NCBI:6550	SUBSTRATE
MESH:D012964	NCBI:6548	SUBSTRATE
MESH:D006859	NCBI:6548	SUBSTRATE
MESH:D000584	NCBI:6548	
MESH:D000584	NCBI:6549	
MESH:C074107	NCBI:6548	
MESH:C074107	NCBI:6549	SUBSTRATE
MESH:C074107	NCBI:6550	
MESH:C066657	NCBI:6550	INHIBITOR
MESH:D020105	NCBI:5139	INHIBITOR
MESH:D020105	NCBI:8654	
MESH:D000068677	NCBI:5139	
MESH:D000068677	NCBI:8654	DIRECT-REGULATOR
MESH:D015784	NCBI:153	INHIBITOR|ANTAGONIST
MESH:D012964	NCBI:153	
MESH:C029474	NCBI:3630	
MESH:C029474	NCBI:3480	
MESH:D005227	NCBI:3630	PART-OF
MESH:D000077288	NCBI:100128998	
MESH:D000077288	NCBI:5327	
MESH:D005230	NCBI:5054	
MESH:D005230	NCBI:3630	
MESH:D005947	NCBI:5054	
MESH:D024483	NCBI:1728	
MESH:C031927	NCBI:1728	PRODUCT-OF
MESH:D005978	NCBI:1728	DIRECT-REGULATOR
MESH:D019324	NCBI:1728	ACTIVATOR
MESH:D000077339	NCBI:1723	INHIBITOR
MESH:C030986	NCBI:1723	PRODUCT-OF
MESH:D013739	NCBI:367	ACTIVATOR|INDIRECT-UPREGULATOR
MESH:D005485	NCBI:3479	INDIRECT-DOWNREGULATOR
MESH:D005485	NCBI:2690	INDIRECT-DOWNREGULATOR
MESH:D005485	NCBI:2688	
MESH:D005485	NCBI:6750	INDIRECT-DOWNREGULATOR|INDIRECT-UPREGULATOR
MESH:D007980	NCBI:1312	SUBSTRATE
MESH:D002230	NCBI:1312	
MESH:D001545	NCBI:1312	
MESH:D000077867	NCBI:1312	INHIBITOR
MESH:C506350	NCBI:1312	INHIBITOR
MESH:C021712	NCBI:1312	PRODUCT-OF
MESH:C055151	NCBI:1312	PRODUCT-OF
MESH:D011188	NCBI:9424	
MESH:D011188	NCBI:54207	
MESH:C080430	NCBI:9424	INHIBITOR
MESH:D011803	NCBI:9424	INHIBITOR
MESH:D011802	NCBI:9424	INHIBITOR
MESH:D003545	NCBI:9424	PART-OF
MESH:D005472	NCBI:7298	INHIBITOR
MESH:D005472	NCBI:775	INDIRECT-DOWNREGULATOR|INHIBITOR
MESH:C576827	NCBI:7298	INHIBITOR
MESH:C576827	NCBI:775	INHIBITOR
MESH:C040052	NCBI:7298	INHIBITOR
MESH:C040052	NCBI:775	INHIBITOR
MESH:D014271	NCBI:7298	INHIBITOR
MESH:D014271	NCBI:775	INHIBITOR
MESH:C059890	NCBI:7298	INHIBITOR
MESH:C059890	NCBI:775	INHIBITOR
MESH:C030986	NCBI:7372	
MESH:C030986	NCBI:775	PRODUCT-OF
MESH:C030986	NCBI:7083	PRODUCT-OF
MESH:D009963	NCBI:7372	SUBSTRATE
MESH:D009963	NCBI:775	
MESH:D009963	NCBI:7083	
MESH:D005472	NCBI:7372	
MESH:D005472	NCBI:7083	
MESH:C040052	NCBI:7372	
MESH:C040052	NCBI:7083	
MESH:C059890	NCBI:7372	
MESH:C059890	NCBI:7083	
MESH:C085192	NCBI:590	INHIBITOR
MESH:C085192	NCBI:43	INHIBITOR
MESH:C085192	NCBI:2147	
MESH:C047902	NCBI:43	PART-OF
MESH:C047902	NCBI:590	PART-OF
MESH:C047902	NCBI:2147	
MESH:C085192	NCBI:6924	INHIBITOR
MESH:D007531	NCBI:6924	DIRECT-REGULATOR
MESH:C069989	NCBI:6924	PART-OF
MESH:C054334	NCBI:43	PART-OF
MESH:C010534	NCBI:43	ACTIVATOR|INHIBITOR
MESH:D000072317|D013749	NCBI:2155	
MESH:C014024	NCBI:2155	
MESH:D006581	NCBI:2155	
MESH:D014812	NCBI:2155	
MESH:C057754	NCBI:2155	
MESH:C057754	NCBI:1543	
MESH:D010100	NCBI:1543	
MESH:D014812	NCBI:2677	
MESH:C047442	NCBI:2677	
MESH:D000072317|D013749	NCBI:2677	ACTIVATOR
MESH:C000589779	NCBI:2946	
MESH:D005978	NCBI:2946	
MESH:C109794	NCBI:2946	
MESH:D044262	NCBI:2948	
MESH:D015232	NCBI:2948	
MESH:D044262	NCBI:2946	SUBSTRATE
MESH:D044262	NCBI:2947	SUBSTRATE
MESH:D012601	NCBI:1128	
MESH:D001712	NCBI:1128	ANTAGONIST
MESH:C001966	NCBI:1128	
MESH:C033361	NCBI:1128	
MESH:D000109	NCBI:1128	
MESH:D011813	NCBI:1128	
MESH:C522618	NCBI:1128	
MESH:C101866	NCBI:4803	
MESH:D011188	NCBI:4803	
MESH:C101866	NCBI:3785	
MESH:C101866	NCBI:3786	
MESH:D011188	NCBI:3785	
MESH:D011188	NCBI:3786	
MESH:D000077288	NCBI:7352	INDIRECT-UPREGULATOR
MESH:D005227	NCBI:7352	
MESH:D001629	NCBI:7352	INDIRECT-UPREGULATOR
